2025-10-17 08:21:23.252 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2025-10-17 08:21:23.318 [restartedMain] INFO  org.bem.iot.BemiotApplication - Starting BemiotApplication using Java 17.0.15 with PID 14672 (D:\www\AIOT\bemiot\bemiot\out\production\classes started by bemjsy in D:\www\AIOT\bemiot\bemiot)
2025-10-17 08:21:23.319 [restartedMain] INFO  org.bem.iot.BemiotApplication - The following 1 profile is active: "dev"
2025-10-17 08:21:23.394 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2025-10-17 08:21:23.394 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2025-10-17 08:21:24.546 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2025-10-17 08:21:24.548 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data JDBC repositories in DEFAULT mode.
2025-10-17 08:21:24.576 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 22 ms. Found 0 JDBC repository interfaces.
2025-10-17 08:21:24.592 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2025-10-17 08:21:24.593 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-10-17 08:21:24.610 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 7 ms. Found 0 Redis repository interfaces.
2025-10-17 08:21:25.254 [restartedMain] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'redisCacheConfig' of type [org.bem.iot.config.RedisCacheConfig$$SpringCGLIB$$0] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected into a currently created BeanPostProcessor [projectingArgumentResolverBeanPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies.
2025-10-17 08:21:25.592 [restartedMain] WARN  io.undertow.websockets.jsr - UT026010: Buffer pool was not set on WebSocketDeploymentInfo, the default pool will be used
2025-10-17 08:21:25.627 [restartedMain] INFO  io.undertow.servlet - Initializing Spring embedded WebApplicationContext
2025-10-17 08:21:25.628 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2232 ms
2025-10-17 08:21:25.860 [restartedMain] DEBUG c.b.m.e.spring.MybatisSqlSessionFactoryBean - Registered plugin: 'MybatisPlusInterceptor{interceptors=[PaginationInnerInterceptor(logger=org.apache.ibatis.logging.slf4j.Slf4jImpl@35e2eb99, overflow=true, maxLimit=null, dbType=POSTGRE_SQL, dialect=null, optimizeJoin=true)]}'
2025-10-17 08:21:25.862 [restartedMain] DEBUG c.b.m.e.spring.MybatisSqlSessionFactoryBean - Property 'mapperLocations' was not specified.
2025-10-17 08:21:29.914 [restartedMain] INFO  c.b.m.e.spring.MybatisPlusApplicationContextAware - Register ApplicationContext instances org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@1fe14f4b
2025-10-17 08:21:30.006 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-10-17 08:21:30.282 [restartedMain] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection org.postgresql.jdbc.PgConnection@509a71b2
2025-10-17 08:21:30.285 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2025-10-17 08:21:30.859 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2025-10-17 08:21:31.024 [restartedMain] INFO  io.undertow - starting server: Undertow - 2.3.12.Final
2025-10-17 08:21:31.078 [restartedMain] INFO  org.xnio - XNIO version 3.8.8.Final
2025-10-17 08:21:31.097 [restartedMain] INFO  org.xnio.nio - XNIO NIO Implementation Version 3.8.8.Final
2025-10-17 08:21:31.146 [restartedMain] INFO  org.jboss.threads - JBoss Threads version 3.5.0.Final
2025-10-17 08:21:32.523 [restartedMain] INFO  o.s.boot.web.embedded.undertow.UndertowWebServer - Undertow started on port 8010 (http)
2025-10-17 08:21:32.545 [restartedMain] INFO  org.bem.iot.BemiotApplication - Started BemiotApplication in 9.917 seconds (process running for 11.838)
2025-10-17 08:24:59.118 [XNIO-1 task-2] INFO  io.undertow.servlet - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-10-17 08:24:59.118 [XNIO-1 task-2] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2025-10-17 08:24:59.120 [XNIO-1 task-2] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 2 ms
2025-10-17 08:25:00.074 [XNIO-1 task-3] WARN  o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver - Resolved [org.springframework.web.bind.MethodArgumentNotValidException: Validation failed for argument [0] in public void org.bem.iot.controller.LoginController.chkLogin(org.bem.iot.entity.Login) with 2 errors: [Field error in object 'login' on field 'userName': rejected value []; codes [NotEmpty.login.userName,NotEmpty.userName,NotEmpty.java.lang.String,NotEmpty]; arguments [org.springframework.context.support.DefaultMessageSourceResolvable: codes [login.userName,userName]; arguments []; default message [userName]]; default message [账号不能为空]] [Field error in object 'login' on field 'userName': rejected value []; codes [Size.login.userName,Size.userName,Size.java.lang.String,Size]; arguments [org.springframework.context.support.DefaultMessageSourceResolvable: codes [login.userName,userName]; arguments []; default message [userName],20,4]; default message [账号长度必须是4-20个字符]] ]
2025-10-17 09:20:03.469 [XNIO-1 task-3] WARN  o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver - Resolved [org.springframework.web.HttpRequestMethodNotSupportedException: Request method 'GET' is not supported]
2025-10-17 14:44:48.275 [XNIO-1 task-5] WARN  o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver - Resolved [org.springframework.web.HttpRequestMethodNotSupportedException: Request method 'GET' is not supported]
2025-10-17 15:53:41.276 [XNIO-1 task-5] WARN  o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver - Resolved [org.springframework.web.bind.MethodArgumentNotValidException: Validation failed for argument [0] in public void org.bem.iot.controller.SpacePositionController.addPosition(org.bem.iot.model.foundation.SpacePosition) with 2 errors: [Field error in object 'spacePosition' on field 'levelId': rejected value [null]; codes [SpaceLevelIdVerify.spacePosition.levelId,SpaceLevelIdVerify.levelId,SpaceLevelIdVerify.java.lang.Integer,SpaceLevelIdVerify]; arguments [org.springframework.context.support.DefaultMessageSourceResolvable: codes [spacePosition.levelId,levelId]; arguments []; default message [levelId]]; default message [上级空间位置不存在]] [Field error in object 'spacePosition' on field 'levelId': rejected value [null]; codes [NotNull.spacePosition.levelId,NotNull.levelId,NotNull.java.lang.Integer,NotNull]; arguments [org.springframework.context.support.DefaultMessageSourceResolvable: codes [spacePosition.levelId,levelId]; arguments []; default message [levelId]]; default message [上级ID不能为空]] ]
2025-10-17 15:54:54.894 [SpringApplicationShutdownHook] INFO  io.undertow - stopping server: Undertow - 2.3.12.Final
